"","agri","forest","traffic","water","building","gov","leisure","mine","other","a1","a2","a3","a4","a5","a6","b1","b2","b3","b4","b5","b6","b7","b8","b9","c1","c2","c3","c4","c5","c6","c7","c8","c9"
"agri",1,-0.237666522626739,-0.433158269235551,-0.319984497313804,-0.358843483044382,-0.243602980659204,-0.461529200925026,0.125243886250152,-0.0362893982951836,-0.243427067140409,-0.348246236609631,0.224260353446864,0.361653038435543,-0.384156439520493,-0.374885567469354,-0.458920690245779,-0.251317952336224,-0.126859515375718,-0.119090374848537,-0.488933355852649,-0.40633144762537,-0.242164016571885,-0.228530097111245,-0.332535882628538,-0.179577109009978,-0.157159673228162,-0.238481969564134,-0.246231568730983,0.128234393600631,-0.163779900142595,-0.266037690482315,-0.267188449670497,-0.0332506723946965
"forest",-0.237666522626739,1,-0.567143811473761,-0.272580990014094,-0.549294836283254,-0.364821061226466,-0.317911641456727,0.101943849603705,-0.0157196975441451,0.204105665476058,0.180853923178487,-0.14207723678578,-0.217153098331469,0.0807008697729294,-0.063264397126853,0.129346395415047,-0.00339233784298907,-0.102720041030917,0.127124108406255,0.257076666187117,-0.0876767355437898,0.100104079520892,-0.0288060165059081,0.125462254326816,0.156960205960115,-0.179179475616524,-0.0240813685563074,0.408202935705056,0.216667276249883,-0.3169631901917,-0.0270113790831041,0.113869205494589,0.22835799768511
"traffic",-0.433158269235551,-0.567143811473761,1,0.626840650524815,0.887489428087977,0.444199446862582,0.705165874693081,-0.217873992534157,0.139379187412136,-0.0807326709132384,0.305344979159084,-0.166713249943509,-0.232012474083959,0.232906231910825,0.448510960186274,0.28579873693433,0.140473137704213,0.165414712830973,0.0239180693961376,0.250832030683767,0.30186146113178,0.232547764543739,0.424898376976711,0.270552248278817,-0.0150065559037949,0.235712260743858,0.0442338209792701,-0.232332465238968,-0.277980727176566,0.325128909414357,0.0926657560480096,0.0674395079789401,-0.223218803911459
"water",-0.319984497313804,-0.272580990014094,0.626840650524815,1,0.432327695216631,0.226110164709884,0.546217852388882,0.0218299468509419,0.152152339849738,-0.473706699624221,0.177321206487158,0.0580943093768931,-0.0599219164237839,-0.00513648722447108,-0.0272924975211636,0.0517793189285837,-0.0735744632850824,0.0156819599532133,0.0433883783527907,0.0535823198913094,-0.1133316753127,-0.0485013656233525,0.322789799284854,0.130698645439272,0.212200317518794,0.236438637548664,0.102690428881032,0.121787910775619,0.0810977481010686,0.189909844588554,0.0202314951690305,-0.102349620432565,-0.0281042269429078
"building",-0.358843483044382,-0.549294836283254,0.887489428087977,0.432327695216631,1,0.454537618207774,0.596472570317041,-0.0870650633620614,0.228850199707308,-4.07318235957613e-05,0.355091035684936,-0.277280710932686,-0.356971887893328,0.330248013218657,0.458682609497373,0.309968234923747,0.202036489739743,0.333898155054156,0.0771511155808502,0.237428268593926,0.354719677000234,0.319641279902089,0.446142856669371,0.245008670420494,-0.0740556887712037,0.172260773252706,0.0137454793511505,-0.277028867202019,-0.267807966430569,0.284769930259991,0.0214374181127576,0.029338857832748,-0.160127776312659
"gov",-0.243602980659204,-0.364821061226466,0.444199446862582,0.226110164709884,0.454537618207774,1,0.339559809794896,0.059905784538317,0.0570796788008526,0.163288084272285,0.227522311059473,-0.205986319135299,-0.195908375911226,0.24669113955483,0.251497048537519,0.234345807723965,0.219613062949979,0.174856989526239,0.0507435075184016,0.0346602563581694,0.117798402644271,0.119195217689322,0.295003214079779,0.115955359850278,-0.219615382042885,0.10919328272136,0.15424387005908,-0.130468238810549,-0.0404684923607284,0.0774694231586719,-0.0765369376666552,-0.225449816816115,0.264466134304594
"leisure",-0.461529200925026,-0.317911641456727,0.705165874693081,0.546217852388882,0.596472570317041,0.339559809794896,1,-0.230308641694511,0.195096398196056,-0.155591414256613,0.412368648597297,-0.139551692814576,-0.38655896908538,0.194163164478974,0.278586928156022,0.26554512559694,-0.0731954063143043,0.0218927952039923,-0.130227314625164,0.196961561815071,0.328960484456665,0.19415769752484,0.262265465391607,0.200842078392244,-0.0166706606009138,0.125721541872579,-0.0503051178732216,0.00869322528739605,-0.0785117680629128,0.262016630753993,0.143525312249384,-0.0138294515579937,-0.182486159065804
"mine",0.125243886250152,0.101943849603705,-0.217873992534157,0.0218299468509419,-0.0870650633620614,0.059905784538317,-0.230308641694511,1,0.429411316177584,-0.28126873363802,0.0359622196854932,-0.155480292486083,0.0356982871719406,0.0983552785444257,-0.0728381049473709,-0.0328585494497928,-0.132856020129183,-0.125594721740561,-0.123429921457147,-0.0398452967178212,-0.178739246616836,-0.00385037667529703,0.0546176933115771,-0.000938725996118016,0.230366148897511,0.422145026852508,0.334909280530734,0.163331535768412,0.28030328972561,0.133911632083388,-0.00668095511846529,-0.0300938503176138,0.27276222752085
"other",-0.0362893982951836,-0.0157196975441451,0.139379187412136,0.152152339849738,0.228850199707308,0.0570796788008526,0.195096398196056,0.429411316177584,1,-0.226667246862978,0.135033187109163,-0.289359671820057,-0.31245199229391,-0.012555886037639,0.195379908861548,-0.0667117176986829,-0.281744460002935,-0.0654631516788166,0.0918972801063929,0.126835593380115,0.126387533585573,0.240234763219334,0.360747473299895,-0.0605710038527297,0.210239990888856,0.418801642999825,0.205778179342368,0.25383061863107,0.195608489769133,0.254878050971552,0.351905144949251,0.256701319054827,0.21549722038911
"a1",-0.243427067140409,0.204105665476058,-0.0807326709132384,-0.473706699624221,-4.07318235957613e-05,0.163288084272285,-0.155591414256613,-0.28126873363802,-0.226667246862978,1,0.300020022658627,-0.273312763345185,-0.427196347067464,0.373270501648755,0.436516081068094,0.292314268724151,0.183735764306845,0.141005851812777,0.0778235952699471,0.454504450282278,0.432112270242035,0.403681952245243,0.132429878659542,0.26166100427242,-0.160464381269901,-0.208212874616507,0.138063579951297,0.0255464244533248,-0.270676737001459,0.189969401104738,0.138630939122986,0.333816059581317,0.108989372789963
"a2",-0.348246236609631,0.180853923178487,0.305344979159084,0.177321206487158,0.355091035684936,0.227522311059473,0.412368648597297,0.0359622196854932,0.135033187109163,0.300020022658627,1,-0.291856684941005,-0.663794323052449,0.718922880044432,0.628099074572589,0.704375831205485,0.466920740676533,0.45819562667828,0.218331747818646,0.610799082216855,0.44951723448615,0.612918674467838,0.65238729919468,0.62674821821988,0.147217644347833,-0.0175366643818668,0.15929262920693,0.0837602568929228,-0.175366643818668,0.319346528024254,0.0597875026751779,0.133912442007664,0.167359705882357
"a3",0.224260353446864,-0.14207723678578,-0.166713249943509,0.0580943093768931,-0.277280710932686,-0.205986319135299,-0.139551692814576,-0.155480292486083,-0.289359671820057,-0.273312763345185,-0.291856684941005,1,0.785758127795145,-0.429727807180752,-0.0817813204250249,-0.32985286768892,0.0427960492510913,-0.160887908498431,0.276075156136356,-0.389913366769891,-0.258413493926695,-0.572988602497367,-0.27200954611266,-0.165967806021241,0.135486690699284,-0.0468807230938495,-0.102200785437346,-0.104768081198913,-0.187522892375398,-0.231395271482753,0.07333366761862,-0.136067765663091,-0.206493370540473
"a4",0.361653038435543,-0.217153098331469,-0.232012474083959,-0.0599219164237839,-0.356971887893328,-0.195908375911226,-0.38655896908538,0.0356982871719406,-0.31245199229391,-0.427196347067464,-0.663794323052449,0.785758127795145,1,-0.595799906502813,-0.388480695910468,-0.456765520038322,-0.0399033514174739,-0.257272415835762,-0.0480448311627964,-0.580257852665468,-0.481646417170228,-0.711414540594027,-0.511502838323841,-0.295682279664423,0.0315821969899841,0.0901558584770507,-0.117627006572925,-0.198964477132666,-0.0573719099399413,-0.302179104636066,-0.0184091523601992,-0.203332770383399,-0.289850299543392
"a5",-0.384156439520493,0.0807008697729294,0.232906231910825,-0.00513648722447108,0.330248013218657,0.24669113955483,0.194163164478974,0.0983552785444257,-0.012555886037639,0.373270501648755,0.718922880044432,-0.429727807180752,-0.595799906502813,1,0.543731870336685,0.795435919246051,0.557849789487018,0.675870449055773,0.275220574055935,0.744443443271423,0.53493052885787,0.685193485388878,0.620060052085325,0.582695388008565,0.253492780815203,0.165082218615054,0.250181186740743,-0.00609159737488945,-0.147705142971365,0.415855943342643,-0.0223034048149538,0.170520539237829,0.290630175235766
"a6",-0.374885567469354,-0.063264397126853,0.448510960186274,-0.0272924975211636,0.458682609497373,0.251497048537519,0.278586928156022,-0.0728381049473709,0.195379908861548,0.436516081068094,0.628099074572589,-0.0817813204250249,-0.388480695910468,0.543731870336685,1,0.555202236722399,0.407440836567275,0.316702862758279,0.373237101562599,0.616403461005904,0.711768807416253,0.606512307771174,0.603171910443264,0.594235735823435,0.00259538100991454,0.0660064123629594,0.161025489330856,-0.160318752963074,-0.414897449138602,0.301114872189312,0.291221416877413,0.441152168386463,0.0914943754567522
"b1",-0.458920690245779,0.129346395415047,0.28579873693433,0.0517793189285837,0.309968234923747,0.234345807723965,0.26554512559694,-0.0328585494497928,-0.0667117176986829,0.292314268724151,0.704375831205485,-0.32985286768892,-0.456765520038322,0.795435919246051,0.555202236722399,1,0.634810211021317,0.631299979490655,0.123308991913006,0.76360228615092,0.515453270240675,0.647133192025234,0.5561483669511,0.611394090098146,0.28168666908651,0.137767873934543,0.035754326529694,-0.130224103355414,-0.157448998782335,0.306146637664355,-0.0718349519724393,0.165928660905676,0.098623927594528
"b2",-0.251317952336224,-0.00339233784298907,0.140473137704213,-0.0735744632850824,0.202036489739743,0.219613062949979,-0.0731954063143043,-0.132856020129183,-0.281744460002935,0.183735764306845,0.466920740676533,0.0427960492510913,-0.0399033514174739,0.557849789487018,0.407440836567275,0.634810211021317,1,0.718465080201156,0.341203193398517,0.274394602098545,0.236470856762745,0.284614074057103,0.310450947216573,0.458881756546601,0.0251259453814803,0.0912870929175277,0.033167906340333,-0.320010240491546,-0.426006433615129,0.013653865341984,-0.205041561743082,-0.0693926900429092,0.0932378135033421
"b3",-0.126859515375718,-0.102720041030917,0.165414712830973,0.0156819599532133,0.333898155054156,0.174856989526239,0.0218927952039923,-0.125594721740561,-0.0654631516788166,0.141005851812777,0.45819562667828,-0.160887908498431,-0.257272415835762,0.675870449055773,0.316702862758279,0.631299979490655,0.718465080201156,1,0.386108791264769,0.402208987144814,0.274553491925914,0.560346395472222,0.523151491548132,0.438434157401093,0.196474174934447,0.137274255071837,0.129679439590822,-0.132335477481948,-0.274548510143673,0.238173436700829,-0.0484525083326546,0.178344042393347,0.296188721252832
"b4",-0.119090374848537,0.127124108406255,0.0239180693961376,0.0433883783527907,0.0771511155808502,0.0507435075184016,-0.130227314625164,-0.123429921457147,0.0918972801063929,0.0778235952699471,0.218331747818646,0.276075156136356,-0.0480448311627964,0.275220574055935,0.373237101562599,0.123308991913006,0.341203193398517,0.386108791264769,1,0.17491535684203,0.108857404537282,0.154288322923815,0.516644286303717,0.0796184288934917,0.188730514906708,-0.0161339297022013,0.0498273473650266,0.0303999681170431,-0.23394198068192,-0.104369237488083,0.146249064444282,0.210166347280146,0.461403511230768
"b5",-0.488933355852649,0.257076666187117,0.250832030683767,0.0535823198913094,0.237428268593926,0.0346602563581694,0.196961561815071,-0.0398452967178212,0.126835593380115,0.454504450282278,0.610799082216855,-0.389913366769891,-0.580257852665468,0.744443443271423,0.616403461005904,0.76360228615092,0.274394602098545,0.402208987144814,0.17491535684203,1,0.575406494802103,0.748916563671623,0.621385398072172,0.609685843062461,0.414468660957128,0.166342727260982,0.213919899943598,0.161892667835878,-0.0963036842037263,0.456351242765541,0.194538014266513,0.491267356464419,0.0698590942448698
"b6",-0.40633144762537,-0.0876767355437898,0.30186146113178,-0.1133316753127,0.354719677000234,0.117798402644271,0.328960484456665,-0.178739246616836,0.126387533585573,0.432112270242035,0.44951723448615,-0.258413493926695,-0.481646417170228,0.53493052885787,0.711768807416253,0.515453270240675,0.236470856762745,0.274553491925914,0.108857404537282,0.575406494802103,1,0.540975116848121,0.483248582025336,0.529019871497646,-0.0994864827571969,0.0451815427121612,0.0402194216759574,-0.041180242799074,-0.171689862306212,0.293289843395988,0.299375044834617,0.343451487924803,-0.122289630594748
"b7",-0.242164016571885,0.100104079520892,0.232547764543739,-0.0485013656233525,0.319641279902089,0.119195217689322,0.19415769752484,-0.00385037667529703,0.240234763219334,0.403681952245243,0.612918674467838,-0.572988602497367,-0.711414540594027,0.685193485388878,0.606512307771174,0.647133192025234,0.284614074057103,0.560346395472222,0.154288322923815,0.748916563671623,0.540975116848121,1,0.59786237814446,0.535319310598826,0.199031653064711,0.0157199544750778,0.0756790799638581,0.0861044920773771,-0.220079362651089,0.279797921395859,-0.00819670175982155,0.515464976255887,0.355737987903215
"b8",-0.228530097111245,-0.0288060165059081,0.424898376976711,0.322789799284854,0.446142856669371,0.295003214079779,0.262265465391607,0.0546176933115771,0.360747473299895,0.132429878659542,0.65238729919468,-0.27200954611266,-0.511502838323841,0.620060052085325,0.603171910443264,0.5561483669511,0.310450947216573,0.523151491548132,0.516644286303717,0.621385398072172,0.483248582025336,0.59786237814446,1,0.534723359479202,0.197212497524548,0.272584787982948,0.234158676754881,0.0423174771847473,-0.101245778393666,0.287724446343443,0.171806961808305,0.19590549433674,0.236151061339028
"b9",-0.332535882628538,0.125462254326816,0.270552248278817,0.130698645439272,0.245008670420494,0.115955359850278,0.200842078392244,-0.000938725996118016,-0.0605710038527297,0.26166100427242,0.62674821821988,-0.165967806021241,-0.295682279664423,0.582695388008565,0.594235735823435,0.611394090098146,0.458881756546601,0.438434157401093,0.0796184288934917,0.609685843062461,0.529019871497646,0.535319310598826,0.534723359479202,1,0.0809900812206273,0.0183907236064513,-0.0417625988115324,-0.0709162891009582,-0.202297959670964,0.14372468009584,0.178508409524915,0.303744469893676,-0.0874616791542493
"c1",-0.179577109009978,0.156960205960115,-0.0150065559037949,0.212200317518794,-0.0740556887712037,-0.219615382042885,-0.0166706606009138,0.230366148897511,0.210239990888856,-0.160464381269901,0.147217644347833,0.135486690699284,0.0315821969899841,0.253492780815203,0.00259538100991454,0.28168666908651,0.0251259453814803,0.196474174934447,0.188730514906708,0.414468660957128,-0.0994864827571969,0.199031653064711,0.197212497524548,0.0809900812206273,1,0.412861411922385,0.277513876040712,0.426953726659974,0.247716847153431,0.308759647345899,0.0728620635782456,0.245366012995729,0.195028793447004
"c2",-0.157159673228162,-0.179179475616524,0.235712260743858,0.236438637548664,0.172260773252706,0.10919328272136,0.125721541872579,0.422145026852508,0.418801642999825,-0.208212874616507,-0.0175366643818668,-0.0468807230938495,0.0901558584770507,0.165082218615054,0.0660064123629594,0.137767873934543,0.0912870929175277,0.137274255071837,-0.0161339297022013,0.166342727260982,0.0451815427121612,0.0157199544750778,0.272584787982948,0.0183907236064513,0.412861411922385,1,0.517754098902841,0.210332192819848,0.2,0.516018573101041,0.264721023111539,0.0829264181726521,0.0766026805023603
"c3",-0.238481969564134,-0.0240813685563074,0.0442338209792701,0.102690428881032,0.0137454793511505,0.15424387005908,-0.0503051178732216,0.334909280530734,0.205778179342368,0.138063579951297,0.15929262920693,-0.102200785437346,-0.117627006572925,0.250181186740743,0.161025489330856,0.035754326529694,0.033167906340333,0.129679439590822,0.0498273473650266,0.213919899943598,0.0402194216759574,0.0756790799638581,0.234158676754881,-0.0417625988115324,0.277513876040712,0.517754098902841,1,0.439422484941241,0.109000862926914,0.65009506708807,0.48747157952681,0.257989584628174,0.311376402423267
"c4",-0.246231568730983,0.408202935705056,-0.232332465238968,0.121787910775619,-0.277028867202019,-0.130468238810549,0.00869322528739605,0.163331535768412,0.25383061863107,0.0255464244533248,0.0837602568929228,-0.104768081198913,-0.198964477132666,-0.00609159737488945,-0.160318752963074,-0.130224103355414,-0.320010240491546,-0.132335477481948,0.0303999681170431,0.161892667835878,-0.041180242799074,0.0861044920773771,0.0423174771847473,-0.0709162891009582,0.426953726659974,0.210332192819848,0.439422484941241,1,0.604705054357062,0.163196220930022,0.358541290038478,0.214392422341672,0.323918529669411
"c5",0.128234393600631,0.216667276249883,-0.277980727176566,0.0810977481010686,-0.267807966430569,-0.0404684923607284,-0.0785117680629128,0.28030328972561,0.195608489769133,-0.270676737001459,-0.175366643818668,-0.187522892375398,-0.0573719099399413,-0.147705142971365,-0.414897449138602,-0.157448998782335,-0.426006433615129,-0.274548510143673,-0.23394198068192,-0.0963036842037263,-0.171689862306212,-0.220079362651089,-0.101245778393666,-0.202297959670964,0.247716847153431,0.2,0.109000862926914,0.604705054357062,1,0.0448711802696558,0.0481310951111889,-0.290242463604282,0.134054690879131
"c6",-0.163779900142595,-0.3169631901917,0.325128909414357,0.189909844588554,0.284769930259991,0.0774694231586719,0.262016630753993,0.133911632083388,0.254878050971552,0.189969401104738,0.319346528024254,-0.231395271482753,-0.302179104636066,0.415855943342643,0.301114872189312,0.306146637664355,0.013653865341984,0.238173436700829,-0.104369237488083,0.456351242765541,0.293289843395988,0.279797921395859,0.287724446343443,0.14372468009584,0.308759647345899,0.516018573101041,0.65009506708807,0.163196220930022,0.0448711802696558,1,0.548923507349652,0.434117396876558,0.0830669399107062
"c7",-0.266037690482315,-0.0270113790831041,0.0926657560480096,0.0202314951690305,0.0214374181127576,-0.0765369376666552,0.143525312249384,-0.00668095511846529,0.351905144949251,0.138630939122986,0.0597875026751779,0.07333366761862,-0.0184091523601992,-0.0223034048149538,0.291221416877413,-0.0718349519724393,-0.205041561743082,-0.0484525083326546,0.146249064444282,0.194538014266513,0.299375044834617,-0.00819670175982155,0.171806961808305,0.178508409524915,0.0728620635782456,0.264721023111539,0.48747157952681,0.358541290038478,0.0481310951111889,0.548923507349652,1,0.650255697598572,0.0245798060068742
"c8",-0.267188449670497,0.113869205494589,0.0674395079789401,-0.102349620432565,0.029338857832748,-0.225449816816115,-0.0138294515579937,-0.0300938503176138,0.256701319054827,0.333816059581317,0.133912442007664,-0.136067765663091,-0.203332770383399,0.170520539237829,0.441152168386463,0.165928660905676,-0.0693926900429092,0.178344042393347,0.210166347280146,0.491267356464419,0.343451487924803,0.515464976255887,0.19590549433674,0.303744469893676,0.245366012995729,0.0829264181726521,0.257989584628174,0.214392422341672,-0.290242463604282,0.434117396876558,0.650255697598572,1,0.205129128553155
"c9",-0.0332506723946965,0.22835799768511,-0.223218803911459,-0.0281042269429078,-0.160127776312659,0.264466134304594,-0.182486159065804,0.27276222752085,0.21549722038911,0.108989372789963,0.167359705882357,-0.206493370540473,-0.289850299543392,0.290630175235766,0.0914943754567522,0.098623927594528,0.0932378135033421,0.296188721252832,0.461403511230768,0.0698590942448698,-0.122289630594748,0.355737987903215,0.236151061339028,-0.0874616791542493,0.195028793447004,0.0766026805023603,0.311376402423267,0.323918529669411,0.134054690879131,0.0830669399107062,0.0245798060068742,0.205129128553155,1
